A,A,A,A,A,B,B,B,A,B,B,B,A,B,C,D
A,A,A,A,A,B,B,B,A,B,B,B,A,D,D,D
A,A,A,A,A,B,B,B,A,B,B,C,A,B,C,D
A,A,A,A,A,B,B,B,A,B,C,B,A,B,B,D
A,A,A,A,A,B,B,B,A,B,C,B,A,D,D,D
A,A,A,A,A,B,B,B,A,B,C,C,A,B,C,C
A,A,A,A,A,B,B,B,A,B,C,C,A,B,C,D
A,A,A,A,A,B,B,B,A,B,C,C,A,B,D,D
A,A,A,A,A,B,B,B,A,B,C,D,A,B,D,C
A,A,A,A,A,B,B,B,A,B,C,D,A,D,D,D
A,A,A,A,A,B,B,B,A,C,C,C,A,D,D,D
A,A,A,A,A,B,B,D,A,B,B,D,A,D,D,B
A,A,A,A,A,B,B,D,A,B,B,D,D,D,D,D
A,A,A,A,A,B,B,D,A,B,C,D,A,D,D,B
A,A,A,A,A,B,B,D,A,B,C,D,D,D,D,D
A,A,A,A,A,B,B,D,A,C,C,D,D,D,D,D
A,A,A,A,A,B,C,C,A,C,B,B,A,C,B,B
A,A,A,A,A,B,C,D,A,B,C,D,D,D,D,D
A,A,A,A,A,B,C,D,A,C,B,D,D,D,D,D
A,A,A,A,A,B,C,D,A,C,D,B,A,D,B,C
A,A,A,A,A,B,C,D,C,C,C,C,C,D,A,B
A,A,A,A,A,B,C,D,C,C,C,C,C,C,C,C
A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D
A,A,A,D,A,A,A,D,A,A,A,D,D,D,D,A
A,A,A,D,A,A,A,D,A,A,B,D,D,D,D,A
A,A,A,D,A,A,A,D,A,A,C,D,D,D,D,A
A,A,A,D,A,A,A,D,A,B,C,D,D,D,D,A
A,A,A,D,A,A,B,D,A,B,C,D,D,D,D,A
A,A,A,D,A,B,A,D,A,A,C,D,D,D,D,A
A,A,A,D,A,B,B,D,A,B,B,D,D,D,D,A
A,A,A,D,A,B,B,D,A,B,C,D,D,D,D,A
A,A,A,D,A,B,B,D,A,C,C,D,D,D,D,A
A,A,A,D,A,B,C,D,A,C,B,D,D,D,D,A
A,A,C,C,A,A,C,C,C,C,A,A,C,C,A,A
A,A,C,C,A,A,C,C,C,C,A,A,C,C,A,B
A,A,C,C,A,B,C,C,C,C,A,A,C,C,A,A
A,A,C,C,A,B,C,C,C,C,A,A,C,D,A,A
A,A,C,C,A,B,C,D,C,C,A,A,C,D,A,A
A,A,C,C,A,B,C,D,C,C,A,A,C,D,A,B
A,A,C,C,B,B,D,D,A,A,C,C,B,B,D,D
A,A,C,C,B,B,D,D,C,C,A,A,D,D,B,B
A,A,C,D,A,A,C,D,C,C,D,A,D,D,A,C
A,A,C,D,A,B,C,D,C,C,D,A,D,D,A,C
A,B,B,B,B,A,A,A,B,A,A,A,B,A,A,A
A,B,B,D,B,D,D,A,B,D,D,A,D,A,A,B
A,B,C,D,B,A,D,C,C,D,A,B,D,C,B,A
A,B,C,D,B,A,D,C,C,D,B,A,D,C,A,B
